GEOID,LOW_INCOME_RAW,LOW_ACCESS_RAW,NO_VEHICLE_RAW,LILA,NEAREST_GROCERY_MI,LILA_N,LOW_INCOME_N,LOW_ACCESS_N,NO_VEHICLE_N,DIST_N,SCORE_0_1,SCORE_1_10
42003420000,0.0,593.349498786032,0.0,1,0.9002386130562677,1.0,0.0,0.09505631546327338,0.0,0.08458890166299869,0.2901584885084043,4
42003414101,0.0,204.162620007992,0.0,0,0.8118087571273911,0.0,0.0,0.03270744553251311,0.0,0.07569310010299497,0.025464764132251367,1
42003434000,0.0,1166.50976730837,0.0,0,0.7323658571618433,0.0,0.0,0.18687825751790182,0.0,0.06770136172435123,0.054300991934668176,1
42003431100,0.0,0.0,0.0,0,0.3615920109705425,0.0,0.0,0.0,0.0,0.030402527244625565,0.007600631811156391,1
42003428200,0.0,1027.81593908998,0.0,0,0.9602436039528276,0.0,0.0,0.16465910284614482,0.0,0.09062523957193921,0.05558813046221377,2
42003270100,0.0,0.0,0.0,0,0.4079408354726556,0.0,0.0,0.0,0.0,0.03506509217791975,0.008766273044479937,1
42003405000,0.0,0.0,0.0,0,2.1101691233606505,0.0,0.0,0.0,0.0,0.2063046005975154,0.05157615014937885,1
42003470501,0.0,0.0,0.0,0,0.4891982734243695,0.0,0.0,0.0,0.0,0.04323936811334754,0.010809842028336885,1
42003980800,0.0,0.0,0.0,0,0.4009911352799941,0.0,0.0,0.0,0.0,0.03436597135310284,0.00859149283827571,1
42003980500,0.0,6.66980314254761,0.0,0,0.9606457860253432,0.0,0.0,0.0010685218625668164,0.0,0.09066569798805342,0.022880128869526718,1
42003982200,0.0,0.0,0.0,0,0.5290797362980546,0.0,0.0,0.0,0.0,0.047251334161695545,0.011812833540423886,1
42003458002,0.0,0.0,0.0,0,2.614379982040352,0.0,0.0,0.0,0.0,0.25702683344635374,0.06425670836158844,2
42003564800,0.0,0.0,0.0,0,0.6225945124563503,0.0,0.0,0.0,0.0,0.05665866478430164,0.01416466619607541,1
42003563202,0.0,0.0,0.0,0,0.2886415907795208,0.0,0.0,0.0,0.0,0.023063914567701554,0.0057659786419253884,1
42003980900,0.0,0.0,0.0,0,0.7723918918981837,0.0,0.0,0.0,0.0,0.07172787130652988,0.01793196782663247,1
42003488600,0.0,1627.11321873334,0.0,0,1.1504873600954175,0.0,0.0,0.26066827010189014,0.0,0.10976324092789959,0.07957446425235293,2
42003552300,0.0,0.0,0.0,0,1.1992364499291388,0.0,0.0,0.0,0.0,0.11466726598636368,0.02866681649659092,1
42003455000,0.0,1459.00001430884,0.0,0,10.0,0.0,0.0,0.23373604579562227,0.0,1.0,0.29674720915912445,4
42003468800,0.0,534.422773542727,0.0,0,0.5588470117708947,0.0,0.0,0.08561608269084267,0.0,0.05024584063020467,0.029684676695719704,1
42003494000,0.0,797.800752756385,0.0,1,0.32261478230056273,1.0,0.0,0.12781000099604897,0.0,0.02648152468316145,0.2821823813700002,4
42003515300,0.0,0.0,0.0,0,0.657396179216451,0.0,0.0,0.0,0.0,0.06015961724208053,0.015039904310520132,1
42003412002,0.0,4027.51621924958,0.0,0,1.7239958125383843,0.0,0.0,0.6452198123596876,0.0,0.16745662210926004,0.17090811799925254,3
42003429201,0.0,416.661982506514,0.0,0,0.44726188528395616,0.0,0.0,0.06675046145943499,0.0,0.03902068220549693,0.023105262843261233,1
42003472100,0.0,0.0,0.0,0,0.17007973725751674,0.0,0.0,0.0,0.0,0.011136916491777225,0.0027842291229443063,1
42003562800,0.0,655.776867695153,0.0,1,1.1318678755498064,1.0,0.0,0.10505736153259425,0.0,0.10789017172601678,0.29798401523802304,4
42003481000,0.0,0.0,0.0,0,0.532588111671772,0.0,0.0,0.0,0.0,0.04760426712528304,0.01190106678132076,1
42003140300,0.0,0.0,0.0,0,0.4845224259364348,0.0,0.0,0.0,0.0,0.04276899064930458,0.010692247662326146,1
42003418000,0.0,1737.9376728218,0.0,0,1.813387962526952,0.0,0.0,0.2784226699799232,0.0,0.17644922781880654,0.09979684095068628,2
42003552200,0.0,242.374689115211,0.0,0,1.1854924024946187,0.0,0.0,0.03882913014333986,0.0,0.11328465241853082,0.036086989133300676,1
42003499400,0.0,2909.00002567205,0.0,1,1.9691382816218062,1.0,0.0,0.4660302649428349,0.0,0.19211728378272722,0.3912353739342488,5
42003040500,0.0,0.0,0.0,0,0.9196887537287042,0.0,0.0,0.0,0.0,0.08654553259854285,0.021636383149635712,1
42003980700,0.0,0.0,0.0,0,0.4574748160354359,0.0,0.0,0.0,0.0,0.04004807509624522,0.010012018774061306,1
42003483800,0.0,0.0,0.0,0,0.15400884815270763,0.0,0.0,0.0,0.0,0.009520229018214086,0.0023800572545535216,1
42003525200,0.0,1904.22443132102,0.0,0,1.1253154651366268,0.0,0.0,0.305062292336741,0.0,0.10723101716602033,0.08782021275885328,2
42003090300,0.0,0.0,0.0,0,0.22782995942871062,0.0,0.0,0.0,0.0,0.016946430836053218,0.0042366077090133045,1
42003510000,0.0,1723.63363242149,0.0,1,1.3680054903763785,1.0,0.0,0.27613112110447435,0.0,0.13164496969876596,0.33813746664558636,4
42003426800,0.0,1738.13161602244,0.0,0,0.7625601181554973,0.0,0.0,0.2784537402447498,0.0,0.07073882176801048,0.07337545349095258,2
42003180700,0.0,0.0,0.0,0,0.4775681863440583,0.0,0.0,0.0,0.0,0.042069413173296266,0.010517353293324067,1
42003501000,0.0,0.0,0.0,0,0.793269586551039,0.0,0.0,0.0,0.0,0.07382811026667846,0.018457027566669615,1
42003020100,0.0,0.0,0.0,0,0.2455222803028927,0.0,0.0,0.0,0.0,0.018726229909334768,0.004681557477333692,1
42003564700,0.0,0.0,0.0,0,0.1759922616780303,0.0,0.0,0.0,0.0,0.011731700271656587,0.002932925067914147,1
42003562000,0.0,0.0,0.0,0,0.13080927199475387,0.0,0.0,0.0,0.0,0.0071864151313822565,0.0017966037828455641,1
42003475102,0.0,7.64179348945618,0.0,0,0.6659802817451448,0.0,0.0,0.0012242375431766954,0.0,0.061023154470133956,0.015500636126168829,1
42003190300,0.0,0.0,0.0,0,0.10758560965521409,0.0,0.0,0.0,0.0,0.004850178240583306,0.0012125445601458265,1
42003486900,0.0,0.0,0.0,0,1.2652950032278325,0.0,0.0,0.0,0.0,0.12131257571025088,0.03032814392756272,1
42003080200,0.0,0.0,0.0,0,0.34174481835374537,0.0,0.0,0.0,0.0,0.02840595396982343,0.007101488492455858,1
42003980300,0.0,0.0,0.0,0,0.8405622468541981,0.0,0.0,0.0,0.0,0.07858562249919797,0.019646405624799492,1
42003523502,0.0,241.360524831573,0.0,0,1.0695831376332507,0.0,0.0,0.038666658075402975,0.0,0.10162449750431325,0.03313945599115891,1
42003498000,0.0,501.284404549748,0.0,1,1.0647532111770002,1.0,0.0,0.08030721959518024,0.0,0.10113862011762188,0.2913460989484415,4
42003456003,0.0,3602.36529121571,0.0,0,2.8735349294686956,0.0,0.0,0.5771093971366615,0.0,0.283097112102806,0.1861961574530338,3
42003449000,0.0,2236.70754132606,0.0,0,1.382169247625958,0.0,0.0,0.35832705358708505,0.0,0.13306980492565654,0.10493286194883114,2
42003469000,0.0,601.541548065841,0.0,0,0.5011276080835949,0.0,0.0,0.09636870558448425,0.0,0.044439426541088234,0.03038359775216891,1
42003491200,0.0,1474.0840402658,0.0,0,1.9496324694749914,0.0,0.0,0.2361525506258354,0.0,0.19015505244917924,0.0947692732374619,2
42003470400,0.0,810.166330635548,0.0,0,1.034575881185061,0.0,0.0,0.12979100253758943,0.0,0.09810286328641145,0.05048391632912075,1
42003490004,0.0,5095.00001962107,0.0,0,0.9345187779763999,0.0,0.0,0.816233821957154,0.0,0.08803739246251968,0.18525611250706076,3
42003488300,0.0,227.401727437973,0.0,0,0.7433091698966808,0.0,0.0,0.03643041813376877,0.0,0.06880222904428075,0.024486640887823943,1
42003561500,0.0,688.136785417795,0.0,1,0.3542962630926106,1.0,0.0,0.11024151447062222,0.0,0.029668594969466142,0.279465451636491,4
42003523600,0.0,1587.47154858708,0.0,0,0.9327219633617465,0.0,0.0,0.25431755924661265,0.0,0.0878566378284182,0.07282767130642707,2
42003523400,0.0,984.744964819867,0.0,0,0.6125084908958026,0.0,0.0,0.1577590074960908,0.0,0.055644038610934185,0.04546281115195171,1
42003521302,0.0,1058.64564093307,0.0,0,1.267597734353304,0.0,0.0,0.16959811074963377,0.0,0.12154422416113962,0.06430567819021166,2
42003521301,0.0,2107.86931547534,0.0,1,1.2919449520339246,1.0,0.0,0.33768679507966054,0.0,0.12399348764517396,0.3485357309272256,4
42003560500,0.0,0.0,0.0,0,0.6997350374017769,0.0,0.0,0.0,0.0,0.06441879053528057,0.016104697633820143,1
42003552100,0.0,0.0,0.0,0,1.535623773362618,0.0,0.0,0.0,0.0,0.14850691035909466,0.037126727589773666,1
42003551900,0.0,1.57654947042465,0.0,0,1.195642264199452,0.0,0.0,0.0002525678105581135,0.0,0.11430570073574507,0.02862693874604789,1
42003551300,0.0,0.0,0.0,0,0.6615733247274472,0.0,0.0,0.0,0.0,0.06057982665170537,0.015144956662926342,1
42003551200,0.0,0.0,0.0,0,0.34079404763779436,0.0,0.0,0.0,0.0,0.02831030903713276,0.00707757725928319,1
42003526201,0.0,2952.32808113564,0.0,0,1.6239001196015899,0.0,0.0,0.4729715454478049,0.0,0.15738726926430058,0.13394112640563613,2
42003525300,0.0,578.726690173149,0.0,0,1.9444619540682941,0.0,0.0,0.0927136989930326,0.0,0.18963491274593336,0.06595146798508986,2
42003451300,0.0,5163.34937153524,0.0,0,1.3647291826287182,0.0,0.0,0.8271835869279784,0.0,0.1313153821034166,0.19826556291144987,3
42003473602,0.0,3197.44061286514,0.0,0,1.3184110114685292,0.0,0.0,0.5122392859409725,0.0,0.12665590081245162,0.1341118323913074,2
42003484600,0.0,188.90681219101,0.0,0,1.0999104929003385,0.0,0.0,0.030263420748696698,0.0,0.10467534646773047,0.03222152076667196,1
42003170200,0.0,0.0,0.0,0,0.13781847481561277,0.0,0.0,0.0,0.0,0.007891521757795046,0.0019728804394487614,1
42003191800,0.0,0.0,0.0,0,0.3809093824684017,0.0,0.0,0.0,0.0,0.03234580196446724,0.00808645049111681,1
42003290200,0.0,262.534098595381,0.0,0,0.20926350652752548,0.0,0.0,0.0420587261757305,0.0,0.015078696472503672,0.012181419353272018,1
42003320400,0.0,578.291083622724,0.0,1,0.6445993438380477,1.0,0.0,0.09264391355669233,0.0,0.058872290615495614,0.2832468553652124,4
42003480400,0.0,4979.20130578254,0.0,0,1.8570687212610635,0.0,0.0,0.7976825311995189,0.0,0.18084339263573876,0.20474735439883848,3
42003480200,0.0,308.098031997681,0.0,0,0.9814490581963393,0.0,0.0,0.04935820082953561,0.0,0.09275845025014885,0.03306125272844433,1
42003475304,0.0,5687.99997353368,0.0,0,1.5504378807811328,0.0,0.0,0.9112341393150534,0.0,0.14999716903360477,0.21974612012141187,3
42003457200,0.0,236.525891155005,0.0,0,0.6943521900777709,0.0,0.0,0.03789213569887876,0.0,0.06387729082209923,0.02354774984530056,1
42003476200,0.0,0.0,0.0,0,0.7429170342334395,0.0,0.0,0.0,0.0,0.06876278126945229,0.017190695317363072,1
42003496200,0.0,0.0,0.0,0,2.6242974737681384,0.0,0.0,0.0,0.0,0.2580245059796475,0.06450612649491187,2
42003151600,0.0,0.0,0.0,0,0.885967674989831,0.0,0.0,0.0,0.0,0.08315328433918183,0.020788321084795457,1
42003141100,0.0,0.0,0.0,0,0.7819642849374678,0.0,0.0,0.0,0.0,0.07269082785595954,0.018172706963989885,1
42003090100,0.0,0.0,0.0,0,0.9041494641789992,0.0,0.0,0.0,0.0,0.08498232258575264,0.02124558064643816,1
42003080700,0.0,0.0,0.0,0,0.16062979507102979,0.0,0.0,0.0,0.0,0.01018627816311017,0.0025465695407775424,1
42003140400,0.0,0.0,0.0,0,0.5919027996973634,0.0,0.0,0.0,0.0,0.05357116245409117,0.013392790613522793,1
42003140100,0.0,0.0,0.0,0,0.945568795965518,0.0,0.0,0.0,0.0,0.08914899403908141,0.022287248509770353,1
42003111500,0.0,0.0,0.0,0,0.19994890972719287,0.0,0.0,0.0,0.0,0.014141673519375163,0.0035354183798437908,1
42003521100,0.0,2270.15843879804,0.0,0,0.982448183333997,0.0,0.0,0.363685984654073,0.0,0.09285895950536423,0.09595193680715565,2
42003512000,0.0,829.517374385148,0.0,1,0.9239592876433051,1.0,0.0,0.13289109602881002,0.0,0.08697513662605716,0.29832200336227627,4
42003508000,0.0,376.713457167149,0.0,0,2.2865633676301735,0.0,0.0,0.060350591509733355,0.0,0.22404937895167862,0.06808246303986633,2
42003421100,0.0,2018.49953698269,0.0,0,1.352067328555312,0.0,0.0,0.32336949663302667,0.0,0.13004163422680193,0.09718430788330581,2
42003419000,0.0,1577.95205641165,0.0,0,2.5562296219774905,0.0,0.0,0.252792508912654,0.0,0.2511770663249639,0.11335276836377177,2
42003414102,0.0,3817.64041321748,0.0,0,1.074340253058292,0.0,0.0,0.6115970978093037,0.0,0.10210305030047788,0.14784518213698022,2
42003413201,0.0,23.4453792572021,0.0,0,0.7406971027038849,0.0,0.0,0.0037560179479183427,0.0,0.06853946223137089,0.01788606914742639,1
42003050600,0.0,0.0,0.0,0,0.4456130260335431,0.0,0.0,0.0,0.0,0.038854811476228206,0.009713702869057051,1
42003050100,0.0,0.0,0.0,0,0.5316088203813002,0.0,0.0,0.0,0.0,0.047505753100828635,0.011876438275207159,1
42003040400,0.0,0.0,0.0,0,0.34109279181103735,0.0,0.0,0.0,0.0,0.02834036188358899,0.007085090470897248,1
42003040200,0.0,0.0,0.0,0,0.6354471632092488,0.0,0.0,0.0,0.0,0.05795160628484842,0.014487901571212105,1
42003020300,0.0,0.0,0.0,0,0.17094682875027192,0.0,0.0,0.0,0.0,0.011224143523562977,0.002806035880890744,1
42003445500,0.0,26.2185788750649,0.0,0,0.3945306207332348,0.0,0.0,0.004200292592554482,0.0,0.03371606126583874,0.009269073834970581,1
42003437000,0.0,3172.70635059988,0.0,0,1.4209665887625536,0.0,0.0,0.5082767851864455,0.0,0.1369727112934393,0.13589853486064893,2
42003432400,0.0,0.0,0.0,0,0.13041999093324205,0.0,0.0,0.0,0.0,0.007147254521677521,0.0017868136304193803,1
42003429600,0.0,0.0,0.0,0,0.7236829958810975,0.0,0.0,0.0,0.0,0.06682788963604794,0.016706972409011984,1
42003427100,0.0,2053.85149951279,0.0,0,1.2968892730465653,0.0,0.0,0.3290329838515754,0.0,0.12449087281125162,0.09692931497312798,2
42003426700,0.0,156.058655440807,0.0,0,0.2444880431028874,0.0,0.0,0.02500105049840964,0.0,0.018622188476714763,0.009655757218860618,1
42003260700,0.0,1537.36577248573,0.0,0,0.9460850052077197,0.0,0.0,0.2462904681824646,0.0,0.08920092327648466,0.07155832445561408,2
42003250900,0.0,6.6382200717926,0.0,0,0.8767638926411473,0.0,0.0,0.0010634621627724633,0.0,0.08222740901669791,0.02076954468672897,1
42003406000,0.0,0.0,0.0,0,2.5439963396307563,0.0,0.0,0.0,0.0,0.2499464315914688,0.0624866078978672,2
42003451105,0.0,827.419541556854,0.0,0,0.6794430462766663,0.0,0.0,0.13255501710816797,0.0,0.062377471747522666,0.04210537135851426,1
42003474102,0.0,1314.33461591256,0.0,0,0.7937037614125755,0.0,0.0,0.21056022821304804,0.0,0.07387178706983503,0.06057999241006837,2
42003562600,0.0,857.78828502167,0.0,1,1.305060565403154,1.0,0.0,0.13742017813875942,0.0,0.12531288246545091,0.30881225624411457,4
42003561900,0.0,687.961379703134,0.0,1,1.4719046018300614,1.0,0.0,0.11021341396496578,0.0,0.14209693604027004,0.30756691680306064,4
42003564500,0.0,3105.2791703539,0.0,0,2.0877386847222446,0.0,0.0,0.4974747547990023,0.0,0.20404815984076932,0.1505069909199928,2
42003489002,0.0,0.50046492414549,0.0,0,0.9458887673034478,0.0,0.0,8.017593645095835e-05,0.0,0.08918118228022705,0.022311330757346953,1
42003130600,0.0,0.0,0.0,0,0.6020123276822821,0.0,0.0,0.0,0.0,0.05458815330943615,0.013647038327359038,1
42003562700,0.0,0.0,0.0,0,0.5579434959889243,0.0,0.0,0.0,0.0,0.050154949414581707,0.012538737353645427,1
42003565300,0.0,0.0,0.0,0,1.1157174198395226,0.0,0.0,0.0,0.0,0.10626548006963923,0.02656637001740981,1
42003130700,0.0,0.0,0.0,0,1.016328793440666,0.0,0.0,0.0,0.0,0.09626725618384342,0.024066814045960856,1
42003513000,0.0,0.0,0.0,0,0.6138706451933585,0.0,0.0,0.0,0.0,0.05578106760637787,0.013945266901594467,1
42003411001,0.0,0.0,0.0,0,2.3801832064182142,0.0,0.0,0.0,0.0,0.2334672785873829,0.05836681964684572,2
42003563201,0.0,0.0,0.0,0,0.15462951599105848,0.0,0.0,0.0,0.0,0.009582666504588444,0.002395666626147111,1
42003241300,0.0,0.0,0.0,0,0.7010596256838311,0.0,0.0,0.0,0.0,0.0645520404923464,0.0161380101230866,1
42003261300,0.0,0.0,0.0,0,0.6070443634076872,0.0,0.0,0.0,0.0,0.05509436233562812,0.01377359058390703,1
42003271600,0.0,0.0,0.0,0,0.28610169355301523,0.0,0.0,0.0,0.0,0.02280840785594156,0.00570210196398539,1
42003170600,0.0,0.0,0.0,0,0.3377950394284787,0.0,0.0,0.0,0.0,0.02800861701664195,0.007002154254160488,1
42003191500,0.0,0.0,0.0,0,0.6790532923252934,0.0,0.0,0.0,0.0,0.06233826356639175,0.015584565891597938,1
42003191900,0.0,0.0,0.0,0,0.11848551188957429,0.0,0.0,0.0,0.0,0.0059466785829370965,0.0014866696457342741,1
42003281400,0.0,0.0,0.0,0,1.1311111629534276,0.0,0.0,0.0,0.0,0.1078140485092069,0.026953512127301724,1
42003310200,0.0,510.329723387957,0.0,0,0.7959085712699199,0.0,0.0,0.08175630598138235,0.0,0.07409358490906538,0.034874657423542815,1
42003320600,0.0,0.0,0.0,0,0.4464429664593114,0.0,0.0,0.0,0.0,0.03893830121232139,0.009734575303080348,1
42003320700,0.0,0.0,0.0,0,0.7298302851547278,0.0,0.0,0.0,0.0,0.06744629011782796,0.01686157252945699,1
42003465600,0.0,0.0,0.0,0,0.2578181812717946,0.0,0.0,0.0,0.0,0.019963163904893735,0.004990790976223434,1
42003417200,0.0,1260.00001473655,0.0,0,2.024141337021528,0.0,0.0,0.2018556670723965,0.0,0.1976504406661146,0.08978374358100795,2
42003416000,0.0,453.152474842966,0.0,0,1.3144535223821825,0.0,0.0,0.07259634446437668,0.0,0.1262577882381607,0.04608371595241551,1
42003415002,0.0,2545.00001741905,0.0,0,10.0,0.0,0.0,0.40771640492623007,0.0,1.0,0.331543280985246,4
42003414200,0.0,2779.62186720708,0.0,0,1.3818770088957992,0.0,0.0,0.44530350766021276,0.0,0.13304040650897553,0.12232080315928644,2
42003413300,0.0,1408.70520539675,0.0,0,1.0819350450327447,0.0,0.0,0.2256786711253915,0.0,0.1028670655935547,0.07085250062346697,2
42003435000,0.0,2449.00000733882,0.0,0,0.20229248372634148,0.0,0.0,0.3923369240952292,0.0,0.014377430651608628,0.082061742481948,2
42003432300,0.0,0.0,0.0,0,0.5592809296317601,0.0,0.0,0.0,0.0,0.05028949157979691,0.012572372894949228,1
42003431500,0.0,0.0,0.0,0,0.3794078585102183,0.0,0.0,0.0,0.0,0.032194752762483535,0.008048688190620884,1
42003429500,0.0,0.0,0.0,0,0.40199256087859725,0.0,0.0,0.0,0.0,0.034466712028395206,0.008616678007098802,1
42003429300,0.0,212.546418190002,0.0,0,0.16388455305461797,0.0,0.0,0.0340505543855585,0.0,0.010513697911154604,0.009438535354900352,1
42003429202,0.0,29.9001653194427,0.0,0,0.4317329526132946,0.0,0.0,0.004790093448842532,0.0,0.0374585140664018,0.010322647206368956,1
42003429100,0.0,602.21538323909,0.0,0,0.8372184032132864,0.0,0.0,0.09647665593908918,0.0,0.07824924097776753,0.03885764143225972,1
42003427200,0.0,54.6143045425415,0.0,0,0.2992959394102157,0.0,0.0,0.008749370433487455,0.0,0.024135712889367816,0.007783802309039445,1
42003426400,0.0,0.0,0.0,0,0.870940599131866,0.0,0.0,0.0,0.0,0.08164160162235036,0.02041040040558759,1
42003426300,0.0,890.845469370484,0.0,0,0.540292828112643,0.0,0.0,0.14271603521830098,0.0,0.04837934051892526,0.04063804217339151,1
42003261500,0.0,65.2701197878341,0.0,0,0.60530224263296,0.0,0.0,0.010456463028235151,0.0,0.05491910975217941,0.015821070043691883,1
42003261400,0.0,13.8235432058573,0.0,0,0.8230182243196951,0.0,0.0,0.0022145718273708505,0.0,0.07682074183313993,0.019648099823759153,1
42003260200,0.0,1712.3243105337,0.0,1,0.6781968533178889,1.0,0.0,0.2743193348448737,0.0,0.06225210814548679,0.3204268940053464,4
42003408002,0.0,864.733144305806,0.0,0,0.7132448933081075,0.0,0.0,0.13853276479520982,0.0,0.06577784507613181,0.04415101422807492,1
42003403500,0.0,2289.47619668569,0.0,1,1.0095749271735144,1.0,0.0,0.3667807456533972,0.0,0.09558783571612597,0.34725310805971094,4
42003402000,0.0,2612.94795412011,0.0,1,1.140757115769397,1.0,0.0,0.4186018620123978,0.0,0.10878440497090958,0.36091647364520696,4
42003401200,0.0,26.0792163461447,0.0,0,0.5973357215167665,0.0,0.0,0.004177966310085378,0.0,0.05411769952450432,0.014365018143143156,1
42003475401,0.0,53.6632280349731,0.0,0,0.5578418791870184,0.0,0.0,0.0085970052107678,0.0,0.050144727042336246,0.014255582802737622,1
42003480101,0.0,0.0,0.0,0,0.22912794718341944,0.0,0.0,0.0,0.0,0.017077004852847858,0.0042692512132119645,1
42003479000,0.0,0.0,0.0,0,0.27888784644314174,0.0,0.0,0.0,0.0,0.022082714573966128,0.005520678643491532,1
42003475301,0.0,2061.79742748465,0.0,0,0.7514502404787113,0.0,0.0,0.3303059446234088,0.0,0.06962119847064706,0.08346648854234352,2
42003475303,0.0,4063.999997098,0.0,0,1.0679053786700923,0.0,0.0,0.6510646196841174,0.0,0.10145571954301272,0.15557685382257666,2
42003478100,0.0,19.0936605650932,0.0,0,0.4428018744319749,0.0,0.0,0.003058859956463299,0.0,0.03857201731649611,0.010254776320416686,1
42003468700,0.0,1315.84697836637,0.0,1,0.3907003187871128,1.0,0.0,0.21080251307685646,0.0,0.033330743369867015,0.30049318845783807,4
